"rules","support","confidence","lift","conviction"
"{atmosphere=Excellent Food,style=Cab} => {price=$15-$30}",0.00529333921482135,0.713513513513514,1.51306488256189,1.8445255629091
"{atmosphere=Excellent Food,style=Traditional} => {price=$15-$30}",0.00719813931106388,0.706692913385827,1.49860123143861,1.80163273193414
"{atmosphere=Excellent Food,occasion=Weekend Dining} => {price=$15-$30}",0.00521313710550587,0.648379052369077,1.37494182821784,1.50284461523891
"{cuisine=Italian,atmosphere=Excellent Food} => {price=$15-$30}",0.00872197938805791,0.755208333333333,1.60148222359227,2.15869949720103
"{cuisine=American,atmosphere=Excellent Food} => {price=$15-$30}",0.0130528932910936,0.664964249233912,1.41011212068082,1.57723958277298
"{cuisine=Fountain and Ice Cream,style=Hamburgers} => {price=$15-$30}",0.00840117095079601,0.963218390804598,2.04258488979074,14.3667354232667
"{occasion=Weekend Dining,style=Hamburgers} => {cuisine=American}",0.00753899827565465,0.683636363636364,1.87081920438957,2.00585360165087
"{occasion=Weekend Dining,style=Hamburgers} => {price=$15-$30}",0.00946384889922605,0.858181818181818,1.81984608189124,3.72612059312545
"{price=below $15,style=Hamburgers} => {cuisine=American}",0.00836106989613827,0.928730512249443,2.54153665667647,8.90393855014636
"{cuisine=American,style=Hamburgers} => {price=$15-$30}",0.0326422584913983,0.766117647058824,1.62461633272723,2.25939084803564
"{price=$15-$30,style=Hamburgers} => {cuisine=American}",0.0326422584913983,0.576691462982643,1.57815692865823,1.49909364905
"{atmosphere=Excellent Service,style=Cab} => {price=$15-$30}",0.00555399607009664,0.66109785202864,1.40191310311137,1.5592454958326
"{atmosphere=Excellent Service,style=Traditional} => {price=$15-$30}",0.00785980671291655,0.711433756805808,1.50865458509855,1.83123168497822
"{atmosphere=Excellent Service,occasion=Weekend Dining} => {price=$15-$30}",0.00585475398002967,0.713936430317848,1.51396171289903,1.84725251222825
"{cuisine=Italian,atmosphere=Excellent Service} => {price=$15-$30}",0.00914304046196415,0.736672051696284,1.56217449323103,2.00674349667912
"{cuisine=American,atmosphere=Excellent Service} => {price=$15-$30}",0.0139150659662349,0.629193109700816,1.33425643748537,1.42508583733698
"{occasion=Weekend Brunch,style=Cab} => {price=$15-$30}",0.0134539038376709,0.738173817381738,1.56535911255142,2.01825364624737
